duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack,level
0,1,22,9,226,1372,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,11,0.0,0.0,0.0,0.0,1.0,0.0,0.27,3,255,1.0,0.0,0.33,0.04,0.0,0.0,0.0,0.0,1,21
0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,8,0.0,0.0,1.0,1.0,0.07,0.07,0.0,255,8,0.03,0.06,0.0,0.0,0.0,0.0,1.0,1.0,0,18
0,1,22,9,223,8619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,7,0.0,0.0,0.0,0.0,1.0,0.0,0.43,48,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,1,21
0,1,22,9,193,313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,1,21
0,1,22,9,294,430,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21
0,1,22,9,342,665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,10,0.0,0.0,0.0,0.0,1.0,0.0,0.2,33,255,1.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,1,21
0,1,49,9,135,242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,7,0.78,0.22,0.11,0.0,0.0,0.0,0.0,0.0,1,21
0,1,22,9,257,8712,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,20,0.0,0.0,0.0,0.0,1.0,0.0,0.2,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21
0,1,22,9,197,6356,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,19,0.0,0.0,0.0,0.0,1.0,0.0,0.11,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21
0,1,22,9,228,1484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21
0,1,22,9,353,1203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21
0,2,11,9,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,1,18
0,1,22,9,161,9752,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,255,1.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,1,21
0,1,22,9,219,7663,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,20,0.0,0.0,0.0,0.0,1.0,0.0,0.2,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21
0,2,45,9,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,1,17
0,1,22,9,307,2139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,28,0.0,0.0,0.0,0.0,1.0,0.0,0.07,69,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1,21
0,1,22,9,361,1234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21
0,1,22,9,244,519,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,27,0.0,0.0,0.0,0.0,1.0,0.0,0.19,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21
21,1,18,9,237,774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142,38,0.27,0.04,0.01,0.0,0.0,0.0,0.0,0.0,1,17
0,1,49,9,1093,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,168,136,0.51,0.04,0.01,0.01,0.0,0.0,0.0,0.0,1,21
0,1,22,9,324,916,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,255,1.0,0.0,0.11,0.04,0.0,0.0,0.0,0.0,1,21
0,1,22,9,240,4926,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,1,21
0,1,22,9,237,1689,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,114,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1,21
0,1,22,9,340,283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,232,0.91,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1,21
0,1,22,9,196,1823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21
0,1,22,9,235,3702,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24,177,1.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0,1,21
0,1,22,9,282,1274,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,0.0,0.0,0.0,0.0,1.0,0.0,0.22,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21
0,1,22,9,299,1177,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,255,1.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,1,21
0,2,45,9,54,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,509,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1,17
0,1,19,9,8737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,249,157,0.63,0.02,0.63,0.0,0.0,0.0,0.0,0.0,1,20
0,1,22,9,251,1955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21
0,2,11,9,44,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,187,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18
5,1,19,9,3886954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,190,0.75,0.03,0.75,0.0,0.01,0.01,0.0,0.0,1,20
1,1,49,9,15827,1435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94,165,0.72,0.04,0.01,0.01,0.0,0.0,0.01,0.02,1,21
0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,8,1.0,1.0,0.0,0.0,0.06,0.06,0.0,255,8,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0.0,0,21
0,1,22,9,245,4461,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,222,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1,21
0,1,22,9,251,2984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,1,21
0,1,22,9,234,5381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,16,0.0,0.0,0.0,0.0,1.0,0.0,0.12,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21
0,1,22,9,282,4532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,96,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1,21
0,2,11,9,43,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,207,0.0,0.0,0.0,0.0,1.0,0.01,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,1,18
0,1,22,9,226,1846,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,53,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,1,21
0,1,22,9,224,356,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15,0.0,0.0,0.0,0.0,1.0,0.0,0.2,2,255,1.0,0.0,0.5,0.06,0.0,0.0,0.0,0.0,1,21
0,2,45,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,18,0.0,0.0,0.0,0.0,0.16,0.71,0.0,255,25,0.1,0.56,0.88,0.0,0.0,0.0,0.12,0.0,1,5
0,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,1,0.15,0.0,0.83,1.0,0.0,1.0,0.0,255,1,0.0,0.96,0.0,0.0,0.1,0.0,0.89,1.0,0,17
0,2,11,9,45,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,197,0.0,0.0,0.0,0.0,0.99,0.01,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,1,18
0,1,22,9,257,1365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21
0,1,22,9,226,2532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.75,52,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,1,21
0,1,22,9,335,3228,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,50,0.0,0.0,0.0,0.0,1.0,0.0,0.04,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21
0,1,22,9,321,2373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,59,1.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,1,21
18,1,18,9,190,634,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,226,59,0.26,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1,16
0,1,22,9,226,963,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,22,0.0,0.0,0.0,0.0,1.0,0.0,0.18,108,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1,21
